x,y,z,c
-4.789968,-2.3886409,26.353176,0.14978744
-4.549835,-2.443637,25.76484,0.15003751
-4.3392153,-2.5208967,25.188957,0.15028757
-4.1573834,-2.6176648,24.62664,0.15053764
-4.003412,-2.731732,24.078756,0.1507877
-3.8762436,-2.861398,23.546019,0.15103775
-3.774759,-3.0054312,23.02904,0.15128782
-3.6978264,-3.1630187,22.52838,0.15153788
-3.6443455,-3.3337195,22.044586,0.15178795
-3.613283,-3.5174184,21.578222,0.15203801
-3.6036966,-3.714281,21.129896,0.15228808
-3.614755,-3.924716,20.700285,0.15253814
-3.645751,-4.149336,20.290146,0.15278819
-3.6961095,-4.3889246,19.900349,0.15303826
-3.765391,-4.6444073,19.531893,0.15328832
-3.8532927,-4.9168205,19.185923,0.15353839
-3.9596453,-5.2072845,18.863758,0.15378845
-4.084409,-5.5169744,18.566914,0.1540385
-4.227666,-5.8470902,18.297132,0.15428858
-4.3896084,-6.1988244,18.056404,0.15453863
-4.57053,-6.573321,17.847004,0.1547887
-4.770809,-6.9716334,17.67152,0.15503876
-4.9908915,-7.394669,17.532883,0.15528882
-5.2312694,-7.843125,17.434399,0.15553889
-5.492455,-8.317409,17.379776,0.15578894
-5.77495,-8.817546,17.373146,0.15603901
-6.07921,-9.343066,17.419071,0.15628907
-6.4055953,-9.892872,17.522547,0.15653914
-6.754323,-10.465087,17.688976,0.1567892
-7.1253996,-11.056875,17.924116,0.15703925
-7.518547,-11.664254,18.233986,0.15728933
-7.933118,-12.281874,18.62473,0.15753938
-8.367993,-12.902806,19.102406,0.15778945
-8.821474,-13.518329,19.672712,0.15803951
-9.29116,-14.117735,20.340624,0.15828957
-9.773817,-14.688202,21.109907,0.15853964
-10.265256,-15.2147455,21.982574,0.1587897
-10.760204,-15.680302,22.958206,0.15903977
-11.252214,-16.066006,24.03322,0.15928982
-11.733594,-16.351696,25.200115,0.15953988
-12.195404,-16.516706,26.446754,0.15978995
-12.627534,-16.540964,27.755787,0.16004
-13.018877,-16.406393,29.104347,0.16029008
-13.357629,-16.098555,30.464159,0.16054013
-13.6317215,-15.608417,31.802168,0.16079019
-13.829391,-14.9340315,33.081806,0.16104026
-13.939855,-14.081908,34.264908,0.16129032
-13.954061,-13.06777,35.314175,0.16154039
-13.865431,-11.916468,36.19595,0.16179045
-13.670535,-10.660899,36.882996,0.16204052
-13.369572,-9.339937,37.35685,0.16229057
-12.966608,-7.9955673,37.609375,0.16254063
-12.469504,-6.6696014,37.643215,0.1627907
-11.889514,-5.4004445,37.47106,0.16304076
-11.240607,-4.2203774,37.11392,0.16329083
-10.538584,-3.1537137,36.59861,0.16354088
-9.8000965,-2.2160048,35.955006,0.16379094
-9.041688,-1.4142466,35.213375,0.16404101
-8.278943,-0.7478933,34.40222,0.16429107
-7.5258384,-0.21037792,33.54675,0.16454114
-6.7942924,0.20916517,32.668,0.1647912
-6.0939465,0.52423114,31.782642,0.16504125
-5.432129,0.7495011,30.90316,0.16529132
-4.813966,0.89970946,30.03836,0.16554138
-4.2425985,0.9888384,29.194027,0.16579145
-3.7194548,1.0296078,28.373568,0.16604151
-3.2445483,1.0332063,27.578642,0.16629158
-2.816773,1.0092031,26.809689,0.16654164
-2.4341753,0.9655827,26.066338,0.16679169
-2.0941997,0.9088582,25.34773,0.16704176
-1.7938938,0.84422576,24.652758,0.16729182
-1.5300819,0.7757376,23.980207,0.16754189
-1.2994999,0.70647407,23.328865,0.16779195
-1.0989025,0.63870794,22.697582,0.168042
-0.92514145,0.57405245,22.085295,0.16829208
-0.77522206,0.51359254,21.491041,0.16854213
-0.6463406,0.4579977,20.913965,0.1687922
-0.5359068,0.40761784,20.3533,0.16904226
-0.4415543,0.36256248,19.808361,0.16929232
-0.36114264,0.3227663,19.278538,0.16954239
-0.29275173,0.2880417,18.763277,0.16979244
-0.23467238,0.25812063,18.26208,0.17004251
-0.18539308,0.23268722,17.774485,0.17029257
-0.14358506,0.21140295,17.300068,0.17054264
-0.10808626,0.19392541,16.838428,0.1707927
-0.07788509,0.17992204,16.389194,0.17104276
-0.052104376,0.16907974,15.952009,0.17129283
-0.029985964,0.1611114,15.526534,0.17154288
-0.010876228,0.15576,15.112445,0.17179295
0.0057873954,0.15280072,14.70943,0.17204301
0.020488728,0.1520419,14.317187,0.17229307
0.033644043,0.1533249,13.935427,0.17254314
0.04561213,0.15652356,13.563867,0.1727932
0.056703273,0.16154294,13.202235,0.17304327
0.06718724,0.16831833,12.850266,0.17329332
0.07730035,0.17681384,12.507707,0.17354338
0.0872517,0.1870213,12.174304,0.17379345
0.097228654,0.19895928,11.849819,0.1740435
0.10740172,0.21267228,11.534018,0.17429358
0.11792877,0.22823031,11.226672,0.17454363
0.12895893,0.24572858,10.927564,0.1747937
0.1406359,0.26528773,10.636478,0.17504376
0.15310107,0.28705418,10.353212,0.17529382
0.16649638,0.31120107,10.077566,0.17554389
0.18096685,0.33792928,9.809349,0.17579395
0.1966631,0.367469,9.548378,0.17604402
0.21374369,0.40008187,9.294477,0.17629407
0.23237751,0.43606293,9.04748,0.17654413
0.25274605,0.47574368,8.807227,0.1767942
0.2750458,0.51949525,8.57357,0.17704426
0.29949075,0.56773186,8.34637,0.17729433
0.32631487,0.62091535,8.125501,0.17754439
0.3557749,0.67955965,7.9108467,0.17779444
0.38815337,0.74423623,7.7023087,0.17804451
0.42376167,0.81558,7.499802,0.17829457
0.4629435,0.8942962,7.3032637,0.17854464
0.5060788,0.98116744,7.11265,0.1787947
0.5535876,1.0770622,6.927945,0.17904477
0.6059351,1.1829439,6.749162,0.17929482
0.66363597,1.2998807,6.5763526,0.17954488
0.7272605,1.429057,6.4096093,0.17979495
0.7974401,1.5717847,6.2490797,0.18004501
0.8748746,1.7295175,6.0949717,0.18029508
0.96033883,1.9038638,5.94757,0.18054514
1.0546913,2.0966032,5.8072515,0.1807952
1.1588825,2.3097022,5.6745043,0.18104526
1.2739645,2.5453315,5.549951,0.18129532
1.4011012,2.805884,5.434379,0.18154539
1.5415795,3.0939922,5.3287754,0.18179545
1.6968207,3.412547,5.234371,0.1820455
1.8683934,3.7647135,5.152693,0.18229558
2.0580254,4.153944,5.085627,0.18254563
2.2676172,4.583988,5.0354996,0.1827957
2.4992545,5.058895,5.005167,0.18304576
2.7552185,5.583006,4.9981303,0.18329583
3.0379972,6.1609273,5.018671,0.18354589
3.3502903,6.79749,5.0720086,0.18379594
3.6950102,7.4976697,5.1644907,0.18404602
4.0752764,8.266467,5.3038106,0.18429607
4.4943953,9.108735,5.499257,0.18454614
4.955829,10.02892,5.761993,0.1847962
5.463138,11.030708,6.1053557,0.18504626
6.0198956,12.116536,6.545169,0.18529633
6.6295595,13.286929,7.100034,0.18554638
7.295296,14.539636,7.7915645,0.18579645
8.019731,15.868505,8.644499,0.18604651
8.804607,17.26208,9.68659,0.18629657
9.650354,18.701881,10.948139,0.18654664
10.555508,20.160427,12.460987,0.1867967
11.516,21.599045,14.256729,0.18704677
12.524304,22.965729,16.363895,0.18729682
13.568446,24.193413,18.803823,0.1875469
14.630943,25.199257,21.585058,0.18779695
15.687775,25.885832,24.696346,0.188047
16.70758,26.145243,28.098688,0.18829708
17.651346,25.867302,31.717627,0.18854713
18.472942,24.952417,35.43775,0.1887972
19.12089,23.328922,39.10219,0.18904726
19.541693,20.972795,42.52016,0.18929732
19.684803,17.925583,45.48473,0.18954739
19.50888,14.304492,47.80042,0.18979745
18.988441,10.298607,49.316387,0.19004752
18.11946,6.1479707,49.95683,0.19029757
16.92231,2.1080322,49.738625,0.19054763
15.440882,-1.591726,48.76899,0.1907977
13.737621,-4.782724,47.22271,0.19104776
11.885587,-7.3756394,45.306404,0.19129783
9.959464,-9.3588505,43.221596,0.19154789
8.027633,-10.781252,41.13693,0.19179796
6.1467443,-11.728024,39.17446,0.19204801
4.3592677,-12.297608,37.40892,0.19229807
2.69358,-12.584792,35.875263,0.19254814
1.1657426,-12.671071,34.57961,0.1927982
-0.21793872,-12.621061,33.509773,0.19304827
-1.458251,-12.482843,32.643684,0.19329832
-2.5607102,-12.290298,31.955217,0.19354838
-3.533669,-12.066113,31.417797,0.19379845
-4.3869133,-11.824678,31.006367,0.19404851
-5.13069,-11.574545,30.698267,0.19429858
-5.7750754,-11.32036,30.473501,0.19454864
-6.329604,-11.06431,30.314634,0.1947987
-6.8030744,-10.807159,30.206572,0.19504876
-7.203483,-10.548973,30.136282,0.19529882
-7.538032,-10.289597,30.09254,0.19554889
-7.8131886,-10.028965,30.065706,0.19579895
-8.034766,-9.767278,30.047535,0.19604902
-8.208017,-9.50509,30.031046,0.19629908
-8.337725,-9.24333,30.010397,0.19654913
-8.428286,-8.983275,29.980804,0.1967992
-8.483784,-8.726495,29.938452,0.19704926
-8.508056,-8.474776,29.88043,0.19729933
-8.504727,-8.230041,29.804657,0.19754939
-8.477259,-7.994259,29.709808,0.19779944
-8.428959,-7.7693715,29.595242,0.19804952
-8.363,-7.557215,29.460913,0.19829957
-8.282421,-7.359467,29.307297,0.19854964
-8.190126,-7.1775966,29.135311,0.1987997
-8.088873,-7.012837,28.946224,0.19904976
-7.9812694,-6.86617,28.741585,0.19929983
-7.8697596,-6.7383204,28.52315,0.19954988
-7.7566156,-6.6297665,28.292822,0.19979995
-7.643931,-6.5407557,28.052591,0.20005001
-7.533613,-6.4713283,27.804495,0.20030007
-7.427385,-6.4213433,27.550566,0.20055014
-7.326781,-6.3905115,27.292822,0.2008002
-7.233154,-6.3784194,27.033232,0.20105027
-7.1476803,-6.3845634,26.773706,0.20130032
-7.0713687,-6.408369,26.516088,0.2015504
-7.005069,-6.4492183,26.262154,0.20180045
-6.9494834,-6.5064635,26.013601,0.2020505
-6.9051814,-6.5794435,25.77207,0.20230058
-6.8726077,-6.6674914,25.539139,0.20255063
-6.852096,-6.769942,25.316324,0.2028007
-6.8438807,-6.8861303,25.105106,0.20305076
-6.8481054,-7.0153923,24.906916,0.20330082
-6.8648343,-7.1570563,24.723152,0.20355089
-6.8940563,-7.310436,24.555187,0.20380095
-6.935694,-7.4748187,24.404367,0.20405102
-6.989607,-7.6494527,24.272017,0.20430107
-7.0555916,-7.8335295,24.15943,0.20455113
-7.133385,-8.026169,24.067879,0.2048012
-7.2226634,-8.2264,23.998606,0.20505126
-7.323037,-8.433144,23.952808,0.20530133
-7.434048,-8.64519,23.93163,0.20555139
-7.555162,-8.861182,23.93614,0.20580146
-7.6857643,-9.079602,23.96732,0.20605151
-7.825148,-9.298748,24.026028,0.20630157
-7.972508,-9.51673,24.112974,0.20655164
-8.12693,-9.731456,24.228683,0.2068017
-8.287383,-9.940634,24.373455,0.20705177
-8.452708,-10.141773,24.547314,0.20730183
-8.621614,-10.332201,24.749973,0.20755188
-8.792673,-10.509084,24.980778,0.20780195
-8.964314,-10.669463,25.238651,0.20805201
-9.134829,-10.810304,25.522066,0.20830208
-9.302377,-10.928556,25.82898,0.20855214
-9.464994,-11.021227,26.156822,0.2088022
-9.620618,-11.085471,26.502466,0.20905226
-9.767103,-11.118689,26.862225,0.20930232
-9.902262,-11.118629,27.231873,0.20955239
-10.023898,-11.083506,27.606684,0.20980245
-10.129859,-11.012095,27.981506,0.21005252
-10.218082,-10.903849,28.350842,0.21030258
-10.286659,-10.758961,28.708984,0.21055263
-10.333889,-10.57844,29.050148,0.2108027
-10.358344,-10.364135,29.368643,0.21105276
-10.358924,-10.118725,29.65903,0.21130283
-10.334904,-9.845679,29.916315,0.21155289
-10.285981,-9.549173,30.136087,0.21180294
-10.2123,-9.233964,30.314684,0.21205302
-10.114467,-8.905242,30.449293,0.21230307
-9.993545,-8.568457,30.53803,0.21255314
-9.851035,-8.229133,30.579975,0.2128032
-9.688846,-7.8926873,30.575163,0.21305326
-9.50923,-7.5642567,30.524536,0.21330333
-9.314733,-7.2485504,30.429852,0.21355338
-9.108114,-6.9497304,30.293571,0.21380346
-8.892276,-6.6713324,30.118732,0.21405351
-8.670181,-6.4162154,29.9088,0.21430358
-8.444785,-6.186557,29.667528,0.21455364
-8.218962,-5.983872,29.398836,0.2148037
-7.995453,-5.8090634,29.10668,0.21505377
-7.776814,-5.662489,28.794962,0.21530382
-7.5653815,-5.544041,28.467459,0.2155539
-7.3632474,-5.4532356,28.127754,0.21580395
-7.1722465,-5.3892965,27.779215,0.216054
-6.9939513,-5.3512387,27.42497,0.21630408
-6.82968,-5.3379436,27.0679,0.21655414
-6.680506,-5.3482237,26.710653,0.2168042
-6.547278,-5.3808765,26.355658,0.21705426
-6.430638,-5.434727,26.005142,0.21730432
-6.331047,-5.508662,25.66116,0.21755439
-6.2488084,-5.6016483,25.325617,0.21780445
-6.1840925,-5.712749,25.000303,0.21805452
-6.136958,-5.8411255,24.68691,0.21830457
-6.1073747,-5.9860373,24.38706,0.21855465
-6.095241,-6.1468325,24.10233,0.2188047
-6.1004004,-6.3229365,23.834265,0.21905476
-6.122654,-6.513834,23.584408,0.21930483
-6.161772,-6.719047,23.354311,0.21955489
-6.2174993,-6.938113,23.14554,0.21980496
-6.289561,-7.170558,22.959703,0.22005501
-6.3776608,-7.415865,22.79844,0.22030507
-6.481481,-7.6734443,22.663443,0.22055514
-6.6006775,-7.942598,22.556437,0.2208052
-6.7348695,-8.222484,22.479197,0.22105527
-6.8836308,-8.512078,22.433525,0.22130533
-7.0464754,-8.810133,22.421238,0.22155538
-7.2228413,-9.115137,22.444141,0.22180545
-7.4120708,-9.425277,22.504004,0.22205551
-7.6133914,-9.738391,22.602505,0.22230558
-7.8258915,-10.05194,22.741194,0.22255564
-8.048496,-10.362969,22.921415,0.22280571
-8.279943,-10.668089,23.144241,0.22305577
-8.518758,-10.963462,23.410372,0.22330582
-8.763228,-11.244807,23.720047,0.2235559
-9.011386,-11.507421,24.07292,0.22380595
-9.26099,-11.746231,24.467955,0.22405602
-9.509514,-11.955872,24.903292,0.22430608
-9.754149,-12.130795,25.37615,0.22455613
-9.991814,-12.265421,25.882708,0.2248062
-10.219174,-12.354322,26.418041,0.22505626
-10.43269,-12.392443,26.97607,0.22530633
-10.628665,-12.375341,27.549572,0.22555639
-10.803332,-12.299462,28.13025,0.22580644
-10.952946,-12.162396,28.708862,0.22605652
-11.073891,-11.963131,29.275434,0.22630657
-11.162814,-11.702259,29.81954,0.22655664
-11.216759,-11.382125,30.330654,0.2268067
-11.233295,-11.00688,30.798542,0.22705677
-11.210654,-10.582443,31.213682,0.22730683
-11.147833,-10.1163435,31.567678,0.22755688
-11.044684,-9.617461,31.853626,0.22780696
-10.901961,-9.095666,32.066414,0.22805701
-10.721333,-8.56139,32.202915,0.22830708
-10.505338,-8.025167,32.262066,0.22855714
-10.257321,-7.4971714,32.244816,0.2288072
-9.981306,-6.986795,32.153965,0.22905727
-9.681855,-6.5023074,31.993898,0.22930732
-9.3639,-6.050601,31.770271,0.2295574
-9.03257,-5.6370506,31.489635,0.22980745
-8.693018,-5.265476,31.159082,0.23005751
-8.350264,-4.9382014,30.785904,0.23030758
-8.009058,-4.6561894,30.377298,0.23055764
-7.673771,-4.419228,29.940155,0.2308077
-7.3483167,-4.226153,29.480871,0.23105776
-7.0361004,-4.0750723,29.005266,0.23130783
-6.7399974,-3.9635901,28.518518,0.23155789
-6.4623566,-3.8890061,28.025171,0.23180795
-6.205022,-3.8484893,27.529154,0.23205802
-5.9693685,-3.8392205,27.033842,0.23230807
-5.756354,-3.858502,26.542118,0.23255815
-5.5665684,-3.9038377,26.056437,0.2328082
-5.4002953,-3.972989,25.578909,0.23305826
-5.2575645,-4.0640054,25.111357,0.23330833
-5.138209,-4.1752377,24.655388,0.23355839
-5.0419116,-4.3053384,24.212444,0.23380846
-4.9682546,-4.45325,23.78385,0.23405851
-4.916754,-4.6181865,23.370863,0.23430857
-4.886897,-4.799608,22.974705,0.23455864
-4.878168,-4.997193,22.596598,0.2348087
-4.890071,-5.2108083,22.237793,0.23505877
-4.9221444,-5.440476,21.899597,0.23530883
-4.9739776,-5.686342,21.583397,0.23555888
-5.045214,-5.948639,21.290676,0.23580895
-5.1355567,-6.227652,21.023046,0.23605901
-5.244766,-6.5236807,20.782257,0.23630908
-5.372658,-6.836998,20.570215,0.23655914
-5.5190916,-7.1678047,20.389006,0.23680921
-5.683963,-7.5161843,20.240896,0.23705927
-5.867185,-7.882047,20.128355,0.23730932
-6.068671,-8.265071,20.054054,0.2375594
-6.288311,-8.664634,20.020859,0.23780945
-6.5259433,-9.079741,20.031828,0.23805952
-6.781323,-9.508942,20.090185,0.23830958
-7.054085,-9.950242,20.19928,0.23855963
-7.3437004,-10.401009,20.36253,0.2388097
-7.649431,-10.857872,20.583347,0.23905976
-7.9702754,-11.316625,20.865025,0.23930983
-8.304911,-11.772136,21.21059,0.23955989
-8.651633,-12.218268,21.622639,0.23980995
-9.008297,-12.647832,22.103115,0.24006002
-9.372251,-13.052563,22.653053,0.24031007
-9.740281,-13.423166,23.272291,0.24056014
-10.10857,-13.749427,23.95915,0.2408102
-10.472655,-14.020405,24.71011,0.24106027
-10.827431,-14.224739,25.519482,0.24131033
-11.167161,-14.3510685,26.379137,0.24156038
-11.485552,-14.388562,27.2783,0.24181046
-11.775853,-14.327567,28.203484,0.24206051
-12.031024,-14.16033,29.138584,0.24231058
-12.243955,-13.881743,30.06519,0.24256064
-12.407734,-13.490065,30.963125,0.2428107
-12.515967,-12.987508,31.811253,0.24306077
-12.563121,-12.380617,32.588463,0.24331082
-12.54487,-11.680357,33.27483,0.2435609
-12.458419,-10.901833,33.852787,0.24381095
-12.30276,-10.063649,34.308243,0.24406101
-12.07885,-9.186925,34.631462,0.24431108
-11.789657,-8.294051,34.81763,0.24456114
-11.440097,-7.4073353,34.867,0.2448112
-11.03682,-6.5476704,34.784622,0.24506126
-10.587905,-5.733387,34.579685,0.24531133
-10.102453,-4.979402,34.264606,0.24556139
-9.590148,-4.296729,33.853928,0.24581145
-9.060806,-3.6923616,33.363216,0.24606152
-8.523962,-3.1694872,32.80809,0.24631158
-7.9885144,-2.7279527,32.203373,0.24656165
-7.462458,-2.3648863,31.56254,0.2468117
-6.952701,-2.0753844,30.89735,0.24706176
-6.4649696,-1.8531864,30.217716,0.24731183
-6.0037913,-1.6912799,29.531717,0.24756189
-5.57254,-1.5824059,28.845747,0.24781196
-5.173527,-1.5194523,28.164707,0.24806201
-4.8081193,-1.4957366,27.492258,0.24831207
-4.476881,-1.5051922,26.831047,0.24856214
-4.179712,-1.5424728,26.182938,0.2488122
-3.9159882,-1.602996,25.549198,0.24906227
-3.6846888,-1.6829392,24.930658,0.24931233
-3.484514,-1.7792054,24.327852,0.2495624
-3.3139832,-1.88937,23.741106,0.24981245
-3.1715217,-2.0116153,23.170624,0.25006253
-3.055531,-2.1446638,22.616539,0.25031257
-2.9644444,-2.2877104,22.078962,0.25056264
-2.896771,-2.4403594,21.558008,0.2508127
-2.8511298,-2.6025655,21.05382,0.25106275
-2.8262734,-2.7745845,20.566586,0.25131282
-2.8211045,-2.9569273,20.096561,0.2515629
-2.8346868,-3.1503222,19.644072,0.25181296
-2.8662503,-3.3556833,19.209532,0.252063
-2.9151936,-3.5740833,18.793459,0.25231308
-2.9810827,-3.806731,18.396492,0.25256315
-3.0636475,-4.054952,18.0194,0.2528132
-3.162778,-4.3201733,17.663113,0.25306326
-3.2785175,-4.6039042,17.328733,0.25331333
-3.411056,-4.9077244,17.017574,0.2535634
-3.560723,-5.233264,16.731176,0.25381345
-3.727977,-5.582183,16.471354,0.25406352
-3.9133976,-5.9561462,16.240221,0.2543136
-4.1176724,-6.356792,16.040236,0.25456363
-4.341584,-6.785688,15.8742485,0.2548137
-4.5859947,-7.244281,15.745542,0.25506377
-4.8518233,-7.7338266,15.657883,0.2553138
-5.1400237,-8.255306,15.615571,0.25556388
-5.451552,-8.809316,15.62348,0.25581396
-5.7873282,-9.395935,15.6870985,0.25606403
-6.148189,-10.014564,15.81255,0.25631407
-6.5348263,-10.663726,16.006596,0.25656414
-6.947716,-11.340837,16.27661,0.2568142
-7.387028,-12.041936,16.630495,0.25706425
-7.852519,-12.761385,17.076557,0.25731432
-8.343406,-13.491537,17.623272,0.2575644
-8.858219,-14.222394,18.278973,0.25781447
-9.394636,-14.94128,19.051384,0.2580645
-9.949301,-15.632557,19.947025,0.25831458
-10.517627,-16.277447,20.970434,0.25856465
-11.093608,-16.854015,22.123224,0.2588147
-11.669649,-17.337421,23.40299,0.25906476
-12.236426,-17.700502,24.802126,0.25931484
-12.782834,-17.914803,26.306644,0.25956488
-13.296031,-17.952114,27.895155,0.25981495
-13.761639,-17.786533,29.538202,0.26006502
-14.164128,-17.396986,31.198235,0.2603151
-14.487414,-16.770014,32.830414,0.26056513
-14.715674,-15.902512,34.384476,0.2608152
-14.834358,-14.803967,35.80772,0.26106527
-14.831319,-13.497703,37.04892,0.26131532
-14.697957,-12.020652,38.062836,0.2615654
-14.430226,-10.421413,38.814617,0.26181546
-14.0293455,-8.756626,39.283394,0.26206553
-13.502073,-7.086073,39.464336,0.26231557
-12.860474,-5.4672894,39.36872,0.26256564
-12.121155,-3.9505453,39.022007,0.2628157
-11.304094,-2.5750456,38.46027,0.26306576
-10.43119,-1.3668562,37.72575,0.26331583
-9.5247555,-0.3386763,36.86231,0.2635659
-8.606148,0.5088237,35.91157,0.26381594
-7.6946507,1.184617,34.91014,0.264066
-6.806724,1.704482,33.88805,0.26431608
-5.955603,2.0882206,32.86835,0.26456615
-5.151221,2.3572779,31.867495,0.2648162
-4.400371,2.5329285,30.896267,0.26506627
-3.707041,2.6350455,29.960907,0.26531634
-3.0728323,2.6813867,29.064268,0.26556638
-2.4974105,2.687276,28.206825,0.26581645
-1.9789419,2.6655686,27.387531,0.26606652
-1.5144908,2.6267924,26.604448,0.2663166
-1.1003625,2.579389,25.855213,0.26656663
-0.73238736,2.5299947,25.137358,0.2668167
-0.40614915,2.4837291,24.4485,0.26706678
-0.117161326,2.4444675,23.786451,0.26731682
0.13900155,2.415086,23.149282,0.2675669
0.36661002,2.397678,22.535324,0.26781696
0.5697168,2.3937352,21.943172,0.268067
0.75211865,2.4043045,21.371658,0.26831707
0.9173372,2.4301145,20.819832,0.26856714
1.068615,2.4716797,20.286928,0.26881722
1.2089214,2.5293858,19.772356,0.26906726
1.3409679,2.6035578,19.275671,0.26931733
1.4672269,2.6945126,18.796566,0.2695674
1.5899554,2.8026028,18.33486,0.26981744
1.7112201,2.9282482,17.89049,0.2700675
1.8329229,3.0719616,17.46352,0.27031758
1.9568268,3.2343676,17.054132,0.27056766
2.084581,3.4162157,16.662645,0.2708177
2.2177444,3.6183898,16.289522,0.27106777
2.3578088,3.8419144,15.935382,0.27131784
2.5062194,4.087956,15.601024,0.27156788
2.6643932,4.357822,15.28745,0.27181795
2.833736,4.652956,14.9958935,0.27206802
3.015658,4.9749284,14.727856,0.27231807
3.211585,5.325422,14.48514,0.27256814
3.4229686,5.7062087,14.269899,0.2728182
3.6512926,6.1191235,14.084691,0.27306828
3.8980758,6.566021,13.932526,0.27331832
4.1648703,7.0487213,13.81694,0.2735684
4.453255,7.56894,13.742059,0.27381846
4.764824,8.128194,13.712668,0.2740685
5.101161,8.727677,13.734291,0.27431858
5.4638124,9.368117,13.813256,0.27456865
5.8542433,10.049574,13.956759,0.27481872
6.273776,10.771203,14.172905,0.27506876
6.723519,11.5309725,14.470722,0.27531883
7.204264,12.325306,14.860124,0.2755689
7.716368,13.1486845,15.351801,0.27581894
8.2596,13.993179,15.957021,0.27606902
8.832958,14.847949,16.68728,0.2763191
9.434457,15.698717,17.5538,0.27656913
10.0608835,16.527273,18.566788,0.2768192
10.707522,17.311064,19.734463,0.27706927
11.367876,18.022987,21.061796,0.27731934
12.033387,18.631485,22.548979,0.27756938
12.693197,19.101112,24.189672,0.27781945
13.333988,19.393753,25.969156,0.27806953
13.939965,19.470608,27.862606,0.27831957
14.49303,19.295055,29.8338,0.27856964
14.973232,18.836332,31.83467,0.2788197
15.359542,18.073793,33.806152,0.27906978
15.630967,17.001259,35.680706,0.27931982
15.767996,15.630676,37.38668,0.2795699
15.754264,13.994278,38.854347,0.27981997
15.578266,12.144313,40.02293,0.28007
15.23487,10.149905,40.847523,0.28032008
14.726374,8.091103,41.30458,0.28057015
14.062847,6.0509095,41.394653,0.2808202
13.261653,4.1067314,41.141724,0.28107026
12.346161,2.322854,40.589233,0.28132033
11.34383,0.74533856,39.793636,0.2815704
10.283981,-0.5999649,38.817024,0.28182045
9.195586,-1.7063857,37.720203,0.28207052
8.10539,-2.5831516,36.55742,0.2823206
7.0365353,-3.250932,35.373177,0.28257063
6.0077887,-3.737239,34.20114,0.2828207
5.0332856,-4.0724177,33.064587,0.28307077
4.1227155,-4.2866087,31.977886,0.28332084
3.2817829,-4.4077396,30.948418,0.2835709
2.5128307,-4.460423,29.978474,0.28382096
1.8155054,-4.465534,29.066965,0.28407103
1.1874014,-4.44025,28.210773,0.28432107
0.62463623,-4.3983502,27.405764,0.28457114
0.12233761,-4.3506546,26.647469,0.2848212
-0.32496163,-4.3054934,25.931547,0.28507125
-0.72301483,-4.2691603,25.25403,0.28532133
-1.0776293,-4.2463226,24.611456,0.2855714
-1.3944987,-4.240375,24.000912,0.28582147
-1.6790863,-4.253739,23.42002,0.2860715
-1.9365516,-4.288103,22.866909,0.28632158
-2.1717067,-4.344627,22.340166,0.28657165
-2.3889987,-4.4240956,21.838781,0.2868217
-2.5925086,-4.527046,21.362104,0.28707176
-2.7859623,-4.653864,20.909813,0.28732184
-2.9727523,-4.804855,20.481873,0.2875719
-3.1559627,-4.980302,20.078526,0.28782195
-3.3383965,-5.1804976,19.700275,0.28807202
-3.5226066,-5.4057703,19.34788,0.2883221
-3.710923,-5.6564927,19.02236,0.28857213
-3.9054801,-5.933081,18.725006,0.2888222
-4.10824,-6.2359834,18.457388,0.28907228
-4.3210144,-6.565657,18.22138,0.28932232
-4.545479,-6.922536,18.019178,0.2895724
-4.7831845,-7.306987,17.85333,0.28982246
-5.035565,-7.719251,17.726748,0.29007253
-5.303933,-8.159374,17.642742,0.29032257
-5.5894775,-8.627123,17.605038,0.29057264
-5.893242,-9.121876,17.61778,0.2908227
-6.2161055,-9.642507,17.685547,0.29107276
-6.5587454,-10.187239,17.81332,0.29132283
-6.9215946,-10.753485,18.006454,0.2915729
-7.304784,-11.337663,18.270596,0.29182297
-7.7080717,-11.934998,18.61157,0.292073
-8.130764,-12.539315,19.035221,0.29232308
-8.571619,-13.142827,19.547157,0.29257315
-9.02874,-13.735944,20.152452,0.2928232
-9.49946,-14.307119,20.855236,0.29307327
-9.9802265,-14.842762,21.658195,0.29332334
-10.46648,-15.327261,22.561985,0.29357338
-10.9525585,-15.743157,23.564556,0.29382345
-11.431618,-16.07152,24.660446,0.29407352
-11.895608,-16.29257,25.84007,0.2943236
-12.335304,-16.386581,27.089102,0.29457363
-12.740432,-16.335077,28.38806,0.2948237
-13.099896,-16.122286,29.712204,0.29507378
-13.402136,-15.736766,31.031881,0.29532382
-13.635598,-15.173061,32.313427,0.2955739
-13.789345,-14.433169,33.520676,0.29582396
-13.853727,-13.527573,34.617027,0.29607403
-13.821112,-12.475592,35.56798,0.29632407
-13.68656,-11.304856,36.343765,0.29657415
-13.448389,-10.049833,36.921844,0.29682422
-13.108534,-8.749491,37.288803,0.29707426
-12.672629,-7.44437,37.441364,0.29732433
-12.149803,-6.1734567,37.386326,0.2975744
-11.552169,-4.9713016,37.13942,0.29782444
-10.894082,-3.8657873,36.72333,0.2980745
-10.191253,-2.8768027,36.165184,0.29832458
-9.459807,-2.0159004,35.49396,0.29857466
-8.715417,-1.2868271,34.738155,0.2988247
-7.972558,-0.6867005,33.923958,0.29907477
-7.2439723,-0.20754264,33.074066,0.29932484
-6.5403295,0.16209666,32.207123,0.29957488
