x,y,z,c
-7.9621515,-8.804213,25.167238,0.09152288
-8.046358,-8.94172,25.197117,0.091772944
-8.135894,-9.077832,25.244677,0.09202301
-8.230088,-9.211225,25.310047,0.09227307
-8.328201,-9.340498,25.393206,0.09252313
-8.429431,-9.464191,25.493948,0.09277319
-8.5329075,-9.580796,25.611887,0.093023255
-8.637696,-9.688764,25.746424,0.09327332
-8.742803,-9.786532,25.896738,0.09352338
-8.847176,-9.872551,26.061775,0.09377345
-8.949714,-9.945304,26.240236,0.0940235
-9.049273,-10.003345,26.430574,0.09427357
-9.14468,-10.045333,26.63099,0.09452363
-9.234745,-10.070071,26.839441,0.094773695
-9.318277,-10.076545,27.053669,0.09502376
-9.394104,-10.063961,27.271198,0.095273815
-9.46109,-10.031786,27.489386,0.09552388
-9.51816,-9.979778,27.705452,0.09577394
-9.5643215,-9.908016,27.91653,0.09602401
-9.598691,-9.816919,28.119724,0.09627407
-9.620514,-9.707258,28.31216,0.096524134
-9.629189,-9.580153,28.491058,0.09677419
-9.624285,-9.437067,28.653788,0.097024255
-9.605563,-9.279775,28.797937,0.09727432
-9.572984,-9.110331,28.921366,0.09752438
-9.526719,-8.931025,29.02226,0.097774446
-9.46715,-8.744327,29.099167,0.09802451
-9.394867,-8.552824,29.151028,0.098274566
-9.310662,-8.359158,29.177193,0.09852463
-9.215512,-8.165962,29.177427,0.098774694
-9.110558,-7.975796,29.151897,0.09902476
-8.997081,-7.791094,29.101154,0.09927482
-8.876482,-7.6141114,29.026094,0.09952488
-8.750245,-7.446889,28.92793,0.09977494
-8.619909,-7.291224,28.80814,0.100025006
-8.487041,-7.148651,28.668419,0.10027507
-8.353202,-7.0204353,28.510637,0.10052513
-8.219925,-6.9075766,28.336784,0.1007752
-8.088691,-6.8108172,28.148935,0.10102525
-7.960903,-6.7306623,27.949202,0.10127532
-7.837879,-6.6673994,27.739712,0.10152538
-7.720831,-6.6211267,27.52257,0.101775445
-7.610861,-6.591777,27.299839,0.10202551
-7.508952,-6.5791473,27.073534,0.102275565
-7.4159718,-6.582924,26.845598,0.10252563
-7.332667,-6.6027045,26.617905,0.10277569
-7.2596707,-6.638022,26.392248,0.10302576
-7.197506,-6.6883593,26.170353,0.10327582
-7.146591,-6.753165,25.953873,0.103525884
-7.107249,-6.8318615,25.74439,0.10377594
-7.07971,-6.923855,25.54343,0.104026005
-7.064124,-7.028534,25.35246,0.10427607
-7.0605655,-7.145274,25.1729,0.10452613
-7.069036,-7.273431,25.006119,0.104776196
-7.0894756,-7.412335,24.85345,0.10502626
-7.121762,-7.5612855,24.716188,0.10527632
-7.165714,-7.7195377,24.595587,0.10552638
-7.2210965,-7.886293,24.492865,0.105776444
-7.2876163,-8.060684,24.409197,0.10602651
-7.364923,-8.241761,24.345716,0.10627657
-7.4526067,-8.428478,24.303497,0.10652663
-7.550194,-8.619679,24.283546,0.10677669
-7.657142,-8.814082,24.286787,0.107026756
-7.772836,-9.010267,24.314047,0.10727682
-7.8965793,-9.206668,24.366024,0.10752688
-8.027588,-9.401561,24.443275,0.10777695
-8.164986,-9.593064,24.546173,0.108027
-8.307794,-9.779139,24.674881,0.10827707
-8.454927,-9.957591,24.829315,0.10852713
-8.605194,-10.126094,25.009108,0.108777195
-8.757284,-10.282206,25.213568,0.10902726
-8.909777,-10.423399,25.441648,0.10927732
-9.061138,-10.547109,25.691906,0.10952738
-9.209736,-10.650777,25.962477,0.10977744
-9.35384,-10.731919,26.25105,0.11002751
-9.491648,-10.788195,26.55487,0.11027757
-9.621303,-10.817479,26.870718,0.110527635
-9.74092,-10.817956,27.194948,0.11077769
-9.848623,-10.788196,27.523518,0.111027755
-9.942581,-10.727241,27.852045,0.11127782
-10.021047,-10.634679,28.17589,0.11152788
-10.08241,-10.510706,28.490238,0.11177795
-10.125239,-10.356172,28.790232,0.11202801
-10.148333,-10.172597,29.07108,0.11227807
-10.150759,-9.962174,29.3282,0.11252813
-10.131901,-9.72773,29.55735,0.112778194
-10.091483,-9.472664,29.754759,0.11302826
-10.029601,-9.200856,29.91723,0.11327832
-9.946727,-8.916556,30.042246,0.113528386
-9.84371,-8.624254,30.128025,0.11377844
-9.721765,-8.328535,30.173557,0.114028506
-9.582441,-8.033942,30.17861,0.11427857
-9.427591,-7.744838,30.143696,0.11452863
-9.259316,-7.465291,30.070015,0.1147787
-9.079914,-7.198969,29.959383,0.115028754
-8.891819,-6.949069,29.814127,0.11527882
-8.697544,-6.7182693,29.636982,0.11552888
-8.499617,-6.5087094,29.430986,0.115778945
-8.300526,-6.3219943,29.199375,0.11602901
-8.102673,-6.1592197,28.945484,0.11627907
-7.9083276,-6.021018,28.672667,0.11652913
-7.7195964,-5.9076114,28.384224,0.11677919
-7.5383983,-5.818875,28.083355,0.11702926
-7.3664455,-5.754402,27.773115,0.11727932
-7.205241,-5.7135715,27.456394,0.117529385
-7.0560746,-5.695604,27.1359,0.11777944
-6.9200273,-5.69962,26.814161,0.118029505
-6.7979865,-5.724684,26.493532,0.11827957
-6.690656,-5.7698464,26.1762,0.11852963
-6.598575,-5.834172,25.86421,0.1187797
-6.522135,-5.916762,25.559471,0.11902976
-6.4615974,-6.016769,25.263784,0.11927982
-6.4171147,-6.1334047,24.978863,0.11952988
-6.388744,-6.26594,24.706347,0.119779944
-6.3764634,-6.413704,24.447826,0.12003001
-6.3801875,-6.5760703,24.204851,0.12028007
-6.3997755,-6.752447,23.978954,0.120530136
-6.435043,-6.9422603,23.771656,0.12078019
-6.4857645,-7.1449337,23.584484,0.121030256
-6.5516815,-7.359864,23.418968,0.12128032
-6.6324997,-7.5864005,23.276657,0.121530384
-6.72789,-7.823812,23.159113,0.12178045
-6.837482,-8.071263,23.067915,0.122030504
-6.9608603,-8.327782,23.00464,0.12228057
-7.0975523,-8.592223,22.97087,0.12253063
-7.2470193,-8.863246,22.968151,0.122780696
-7.4086423,-9.139273,22.997988,0.12303076
-7.581705,-9.418462,23.061804,0.12328082
-7.765381,-9.698676,23.160902,0.12353088
-7.95871,-9.977464,23.296417,0.12378094
-8.160585,-10.252033,23.469257,0.12403101
-8.369731,-10.519249,23.680037,0.12428107
-8.584682,-10.775625,23.929,0.124531135
-8.803777,-11.017351,24.215948,0.1247812
-9.025134,-11.240317,24.540133,0.12503126
-9.246653,-11.440172,24.900183,0.12528132
-9.466004,-11.612399,25.29401,0.12553138
-9.680644,-11.752424,25.718735,0.12578145
-9.887822,-11.8557415,26.170612,0.1260315
-10.084614,-11.918071,26.645002,0.12628157
-10.26796,-11.935536,27.13636,0.12653163
-10.434717,-11.904859,27.63826,0.1267817
-10.581732,-11.823557,28.143478,0.12703176
-10.705914,-11.690139,28.644123,0.12728181
-10.804337,-11.504278,29.131817,0.12753189
-10.8743305,-11.26695,29.597929,0.12778194
-10.913592,-10.980516,30.033855,0.12803201
-10.920285,-10.648745,30.431322,0.12828207
-10.893131,-10.27675,30.782694,0.12853213
-10.831492,-9.87086,31.081282,0.1287822
-10.73543,-9.438403,31.32161,0.12903225
-10.605727,-8.98743,31.499619,0.12928233
-10.443897,-8.526396,31.612812,0.12953238
-10.252147,-8.063813,31.660292,0.12978244
-10.033314,-7.607917,31.64273,0.13003251
-9.790774,-7.166351,31.56225,0.13028257
-9.528332,-6.7459154,31.422232,0.13053264
-9.25009,-6.352375,31.22708,0.1307827
-8.960319,-5.9903436,30.981956,0.13103276
-8.663321,-5.663247,30.692526,0.13128282
-8.363314,-5.3733525,30.364683,0.13153288
-8.064318,-5.1218534,30.004349,0.13178295
-7.770071,-4.9089975,29.617275,0.132033
-7.4839635,-4.7342443,29.208914,0.13228308
-7.2089915,-4.596427,28.784319,0.13253313
-6.9477353,-4.4939213,28.348093,0.13278319
-6.702354,-4.4247975,27.90437,0.13303326
-6.4745984,-4.386959,27.456818,0.13328332
-6.2658343,-4.378258,27.008675,0.13353339
-6.077077,-4.3965907,26.562778,0.13378344
-5.909028,-4.4399657,26.12162,0.1340335
-5.7621217,-4.50656,25.687403,0.13428357
-5.6365657,-4.594749,25.26208,0.13453363
-5.532384,-4.7031264,24.84741,0.1347837
-5.449458,-4.830508,24.445007,0.13503376
-5.387563,-4.975931,24.056377,0.13528383
-5.3464003,-5.138637,23.682955,0.13553388
-5.325624,-5.318057,23.326141,0.13578394
-5.3248672,-5.5137887,22.987331,0.13603401
-5.343759,-5.725569,22.667938,0.13628407
-5.3819404,-5.9532456,22.36942,0.13653414
-5.4390707,-6.196748,22.093302,0.1367842
-5.514838,-6.4560494,21.841192,0.13703425
-5.6089597,-6.7311373,21.614801,0.13728432
-5.7211776,-7.0219693,21.415955,0.13753438
-5.8512564,-7.3284345,21.246601,0.13778445
-5.9989743,-7.650309,21.10883,0.13803451
-6.164108,-7.9872055,21.004868,0.13828456
-6.3464174,-8.338521,20.937078,0.13853464
-6.545628,-8.703378,20.907953,0.13878469
-6.761403,-9.080564,20.9201,0.13903476
-6.993319,-9.468458,20.976204,0.13928482
-7.240833,-9.86497,21.078997,0.13953489
-7.503247,-10.267459,21.231197,0.13978495
-7.779668,-10.672664,21.435425,0.140035
-8.068968,-11.076639,21.69411,0.14028507
-8.369735,-11.474693,22.00937,0.14053513
-8.68023,-11.861346,22.382856,0.1407852
-8.9983425,-12.230313,22.815573,0.14103526
-9.321539,-12.574523,23.307682,0.14128532
-9.646837,-12.886174,23.858284,0.14153539
-9.970771,-13.1568575,24.46517,0.14178544
-10.28938,-13.377738,25.124607,0.14203551
-10.598216,-13.539821,25.831102,0.14228557
-10.892376,-13.634287,26.577253,0.14253563
-11.166567,-13.652915,27.353624,0.1427857
-11.415202,-13.588564,28.148756,0.14303575
-11.632538,-13.435698,28.949286,0.14328583
-11.812854,-13.190915,29.740217,0.14353588
-11.950661,-12.853436,30.505367,0.14378595
-12.040937,-12.425494,31.227962,0.14403601
-12.079393,-11.912562,31.891361,0.14428607
-12.062711,-11.323383,32.479893,0.14453614
-11.988778,-10.669753,32.979668,0.1447862
-11.856875,-9.966055,33.379383,0.14503627
-11.667793,-9.228567,33.67093,0.14528632
-11.423871,-8.474609,33.849808,0.14553638
-11.128944,-7.721589,33.915276,0.14578645
-10.788209,-6.9860654,33.870197,0.1460365
-10.407994,-6.2829156,33.720665,0.14628658
-9.995487,-5.62468,33.475372,0.14653663
-9.558406,-5.0211434,33.14491,0.14678669
-9.10468,-4.4791603,32.740986,0.14703676
-8.642128,-4.002717,32.275707,0.14728682
-8.178186,-3.593178,31.76094,0.14753689
-7.719686,-3.2496693,31.20784,0.14778695
-7.272684,-2.9695375,30.626495,0.14803702
-6.8423696,-2.7488256,30.025753,0.14828707
-6.4330153,-2.5827277,29.41315,0.14853713
-6.0479865,-2.4659922,28.794949,0.1487872
-5.689787,-2.3932538,28.176226,0.14903726
-5.3601336,-2.3592944,27.561031,0.14928733
-5.0600495,-2.3592308,26.952532,0.14953738
